S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
9170,11/08/2020,Jharkhand,18723,8811,9724,188
9171,12/08/2020,Jharkhand,19225,8658,10375,192
9172,13/08/2020,Jharkhand,19743,8731,10815,197
9173,14/08/2020,Jharkhand,20881,7828,12844,209
9174,15/08/2020,Jharkhand,21595,7856,13515,224
9175,16/08/2020,Jharkhand,22389,8137,14024,228
9176,17/08/2020,Jharkhand,23055,8112,14699,244
9177,18/08/2020,Jharkhand,23752,8451,15051,250
9178,19/08/2020,Jharkhand,24477,8708,15507,262
9179,20/08/2020,Jharkhand,26090,9638,16175,277
9180,21/08/2020,Jharkhand,26753,9410,17057,286
9181,22/08/2020,Jharkhand,28196,9527,18372,297
9182,23/08/2020,Jharkhand,28571,9756,18507,308
9183,24/08/2020,Jharkhand,29677,9736,19629,312
9184,25/08/2020,Jharkhand,31005,9805,20870,330
9185,26/08/2020,Jharkhand,31973,10238,21388,347
9186,27/08/2020,Jharkhand,33046,10335,22349,362
9187,28/08/2020,Jharkhand,34396,11096,22927,373
9188,29/08/2020,Jharkhand,35321,11090,23850,381
9189,30/08/2020,Jharkhand,36857,11357,25103,397
9190,31/08/2020,Jharkhand,38435,11577,26448,410
9191,01/09/2020,Jharkhand,41656,14096,27143,417
9192,02/09/2020,Jharkhand,43833,15256,28149,428
9193,03/09/2020,Jharkhand,44862,14677,29747,438
9194,04/09/2020,Jharkhand,46480,15150,30886,444
9195,05/09/2020,Jharkhand,48039,15549,32043,447
9196,06/09/2020,Jharkhand,49797,15005,34330,462
9197,07/09/2020,Jharkhand,51063,14410,36184,469
9198,08/09/2020,Jharkhand,52620,14588,37550,482
9199,09/09/2020,Jharkhand,55296,15438,39362,496
9200,10/09/2020,Jharkhand,56897,15726,40659,512
9201,11/09/2020,Jharkhand,58079,15447,42115,517
9202,12/09/2020,Jharkhand,59040,15180,43328,532
9203,13/09/2020,Jharkhand,60460,14844,45074,542
9204,14/09/2020,Jharkhand,61474,14336,46583,555
9205,15/09/2020,Jharkhand,62737,14064,48112,561
9206,16/09/2020,Jharkhand,64439,14118,49750,571
9207,17/09/2020,Jharkhand,66074,14138,51357,579
9208,18/09/2020,Jharkhand,67100,13703,52807,590
9209,19/09/2020,Jharkhand,68578,13924,54052,602
9210,20/09/2020,Jharkhand,69860,13548,55697,615
9211,21/09/2020,Jharkhand,71352,13791,56944,617
9212,22/09/2020,Jharkhand,72673,13504,58543,626
9213,23/09/2020,Jharkhand,73948,13280,60027,641
9214,24/09/2020,Jharkhand,75089,12882,61559,648
9215,25/09/2020,Jharkhand,76438,12841,62945,652
9216,26/09/2020,Jharkhand,77709,12533,64515,661
9217,27/09/2020,Jharkhand,78935,12426,65839,670
9218,28/09/2020,Jharkhand,79909,12433,66797,679
9219,29/09/2020,Jharkhand,81417,12126,68603,688
9220,30/09/2020,Jharkhand,82540,11942,69898,700
9221,01/10/2020,Jharkhand,83651,11596,71342,713
9222,02/10/2020,Jharkhand,84664,11482,72461,721
9223,03/10/2020,Jharkhand,85400,11243,73428,729
9224,04/10/2020,Jharkhand,86277,10939,74604,734
9225,05/10/2020,Jharkhand,87210,10936,75531,743
9226,06/10/2020,Jharkhand,88026,10436,76843,747
9227,07/10/2020,Jharkhand,88873,10027,78089,757
9228,08/10/2020,Jharkhand,89702,9759,79176,767
9229,09/10/2020,Jharkhand,90486,9272,80439,775
9230,10/10/2020,Jharkhand,91254,8819,81654,781
9231,11/10/2020,Jharkhand,91951,8362,82805,784
9232,12/10/2020,Jharkhand,92525,8167,83571,787
9233,13/10/2020,Jharkhand,93035,7776,84461,798
9234,14/10/2020,Jharkhand,93736,7617,85314,805
9235,15/10/2020,Jharkhand,94369,7191,86367,811
9236,16/10/2020,Jharkhand,94952,6892,87240,820
9237,17/10/2020,Jharkhand,95425,6543,88058,824
9238,18/10/2020,Jharkhand,95967,6576,88559,832
9239,19/10/2020,Jharkhand,96352,6502,89011,839
9240,20/10/2020,Jharkhand,96842,6220,89780,842
9241,21/10/2020,Jharkhand,97414,6180,90385,849
9242,22/10/2020,Jharkhand,98061,6206,91004,851
9243,23/10/2020,Jharkhand,98610,6122,91629,859
9244,24/10/2020,Jharkhand,99045,6055,92128,862
9245,25/10/2020,Jharkhand,99428,5966,92598,864
9246,26/10/2020,Jharkhand,99686,5844,92976,866
9247,27/10/2020,Jharkhand,99906,5666,93368,872
9248,28/10/2020,Jharkhand,100224,5474,93874,876
9249,29/10/2020,Jharkhand,100569,5363,94326,880
9250,30/10/2020,Jharkhand,100964,5294,94787,883
9251,31/10/2020,Jharkhand,101287,5196,95208,883
9252,01/11/2020,Jharkhand,101761,5302,95575,884
9253,02/11/2020,Jharkhand,102087,5229,95973,885
9254,03/11/2020,Jharkhand,102490,5119,96485,886
9255,04/11/2020,Jharkhand,102887,5021,96975,891
9256,05/11/2020,Jharkhand,103188,4814,97480,894
9257,06/11/2020,Jharkhand,103543,4685,97964,894
9258,07/11/2020,Jharkhand,103899,4639,98365,895
9259,08/11/2020,Jharkhand,104239,4566,98776,897
9260,09/11/2020,Jharkhand,104442,4471,99074,897
9261,10/11/2020,Jharkhand,104688,4251,99532,905
9262,11/11/2020,Jharkhand,104940,4042,99988,910
9263,12/11/2020,Jharkhand,105224,4009,100302,913
9264,13/11/2020,Jharkhand,105493,3668,100908,917
9265,14/11/2020,Jharkhand,105781,3291,101569,921
9266,15/11/2020,Jharkhand,105935,3116,101897,922
9267,16/11/2020,Jharkhand,106064,2952,102188,924
9268,17/11/2020,Jharkhand,106230,2754,102548,928
9269,18/11/2020,Jharkhand,106491,2669,102891,931
9270,19/11/2020,Jharkhand,106742,2637,103171,934
9271,20/11/2020,Jharkhand,106972,2600,103435,937
9272,21/11/2020,Jharkhand,107157,2594,103624,939
9273,22/11/2020,Jharkhand,107332,2430,103957,945
9274,23/11/2020,Jharkhand,107469,2289,104229,951
9275,24/11/2020,Jharkhand,107688,2202,104533,953
9276,25/11/2020,Jharkhand,107921,2242,104724,955
9277,26/11/2020,Jharkhand,108158,2160,105040,958
9278,27/11/2020,Jharkhand,108388,2169,105258,961
9279,28/11/2020,Jharkhand,108577,2162,105453,962
9280,29/11/2020,Jharkhand,108786,2154,105669,963
9281,30/11/2020,Jharkhand,108984,2138,105883,963
9282,01/12/2020,Jharkhand,109151,2016,106171,964
9283,02/12/2020,Jharkhand,109332,1965,106398,969
9284,03/12/2020,Jharkhand,109538,1907,106660,971
9285,04/12/2020,Jharkhand,109771,1926,106868,977
9286,05/12/2020,Jharkhand,109990,1938,107074,978
9287,06/12/2020,Jharkhand,110186,1845,107362,979
9288,07/12/2020,Jharkhand,110278,1796,107496,986
9289,08/12/2020,Jharkhand,110457,1759,107710,988
9290,09/12/2020,Jharkhand,110639,1753,107898,988
9291,10/12/2020,Jharkhand,110830,1739,108100,991
9292,11/12/2020,Jharkhand,111003,1690,108320,993
9293,12/12/2020,Jharkhand,111177,1694,108488,995
9294,13/12/2020,Jharkhand,111366,1610,108761,995
9295,14/12/2020,Jharkhand,111510,1571,108940,999
9296,15/12/2020,Jharkhand,111722,1581,109141,1000
9297,17/12/2020,Jharkhand,112121,1585,109532,1004
9298,18/12/2020,Jharkhand,112332,1629,109696,1007
9299,19/12/2020,Jharkhand,112606,1707,109891,1008
9300,20/12/2020,Jharkhand,112853,1718,110125,1010
9301,21/12/2020,Jharkhand,113025,1708,110307,1010
9302,22/12/2020,Jharkhand,113198,1675,110512,1011
9303,23/12/2020,Jharkhand,113407,1635,110758,1014
9304,24/12/2020,Jharkhand,113609,1633,110962,1014
9305,25/12/2020,Jharkhand,113786,1595,111175,1016
9306,26/12/2020,Jharkhand,113954,1587,111351,1016
9307,27/12/2020,Jharkhand,114146,1598,111530,1018
9308,28/12/2020,Jharkhand,114268,1585,111664,1019
9309,29/12/2020,Jharkhand,114420,1582,111818,1020
9310,30/12/2020,Jharkhand,114650,1604,112021,1025
9311,31/12/2020,Jharkhand,114873,1640,112206,1027
9312,03/01/2021,Jharkhand,115392,1624,112734,1034
9313,04/01/2021,Jharkhand,115529,1601,112893,1035
9314,05/01/2021,Jharkhand,115689,1528,113125,1036
9315,06/01/2021,Jharkhand,115840,1422,113380,1038
9316,07/01/2021,Jharkhand,116034,1449,113545,1040
9317,08/01/2021,Jharkhand,116229,1448,113740,1041
9318,09/01/2021,Jharkhand,116436,1465,113928,1043
9319,10/01/2021,Jharkhand,116672,1494,114133,1045
9320,11/01/2021,Jharkhand,116817,1468,114302,1047
9321,12/01/2021,Jharkhand,116961,1382,114531,1048
9322,13/01/2021,Jharkhand,117088,1356,114684,1048
9323,14/01/2021,Jharkhand,117240,1356,114836,1048
9324,15/01/2021,Jharkhand,117384,1327,115009,1048
9325,16/01/2021,Jharkhand,117480,1289,115142,1049
9326,17/01/2021,Jharkhand,117599,1249,115300,1050
9327,18/01/2021,Jharkhand,117686,1225,115411,1050
9328,19/01/2021,Jharkhand,117786,1190,115542,1054
9329,20/01/2021,Jharkhand,117887,1147,115683,1057
9330,21/01/2021,Jharkhand,118012,1102,115853,1057
9331,22/01/2021,Jharkhand,118079,1032,115989,1058
9332,23/01/2021,Jharkhand,118154,978,116116,1060
9333,24/01/2021,Jharkhand,118232,878,116293,1061
9334,25/01/2021,Jharkhand,118286,821,116402,1063
9335,27/01/2021,Jharkhand,118425,772,116589,1064
9336,28/01/2021,Jharkhand,118495,723,116706,1066
9337,29/01/2021,Jharkhand,118557,670,116818,1069
9338,30/01/2021,Jharkhand,118602,628,116904,1070
9339,31/01/2021,Jharkhand,118651,576,117004,1071
9340,01/02/2021,Jharkhand,118692,553,117067,1072
9341,02/02/2021,Jharkhand,118734,513,117148,1073
9342,03/02/2021,Jharkhand,118793,489,117229,1075
9343,04/02/2021,Jharkhand,118839,453,117309,1077
9344,05/02/2021,Jharkhand,118897,447,117373,1077
9345,06/02/2021,Jharkhand,118938,441,117420,1077
9346,07/02/2021,Jharkhand,118979,428,117474,1077
9347,08/02/2021,Jharkhand,119017,431,117508,1078
9348,09/02/2021,Jharkhand,119055,438,117539,1078
9349,10/02/2021,Jharkhand,119116,464,117574,1078
9350,11/02/2021,Jharkhand,119161,464,117616,1081
9351,12/02/2021,Jharkhand,119206,456,117669,1081
9352,13/02/2021,Jharkhand,119242,441,117720,1081
9353,14/02/2021,Jharkhand,119283,452,117749,1082
9354,15/02/2021,Jharkhand,119316,461,117773,1082
9355,16/02/2021,Jharkhand,119354,464,117806,1084
9356,17/02/2021,Jharkhand,119394,460,117850,1084
9357,18/02/2021,Jharkhand,119439,466,117889,1084
9358,19/02/2021,Jharkhand,119477,467,117926,1084
9359,20/02/2021,Jharkhand,119528,467,117977,1084
9360,21/02/2021,Jharkhand,119565,459,118022,1084
9361,22/02/2021,Jharkhand,119596,453,118058,1085
9362,23/02/2021,Jharkhand,119637,448,118103,1086
9363,24/02/2021,Jharkhand,119687,447,118154,1086
9364,25/02/2021,Jharkhand,119719,431,118201,1087
9365,26/02/2021,Jharkhand,119795,467,118241,1087
9366,27/02/2021,Jharkhand,119863,492,118284,1087
9367,01/03/2021,Jharkhand,119949,494,118365,1090
9368,02/03/2021,Jharkhand,119986,485,118411,1090
9369,03/03/2021,Jharkhand,120037,498,118449,1090
9370,04/03/2021,Jharkhand,120068,473,118505,1090
9371,06/03/2021,Jharkhand,120173,481,118601,1091
9372,07/03/2021,Jharkhand,120217,461,118665,1091
9373,08/03/2021,Jharkhand,120259,463,118703,1093
9374,09/03/2021,Jharkhand,120312,472,118747,1093
9375,10/03/2021,Jharkhand,120374,494,118787,1093
9376,11/03/2021,Jharkhand,120436,520,118823,1093
9377,13/03/2021,Jharkhand,120524,509,118922,1093
9378,14/03/2021,Jharkhand,120567,515,118959,1093
9379,15/03/2021,Jharkhand,120628,548,118987,1093
9380,16/03/2021,Jharkhand,120695,556,119046,1093
9381,17/03/2021,Jharkhand,120771,577,119100,1094
9382,18/03/2021,Jharkhand,120853,599,119160,1094
9383,19/03/2021,Jharkhand,120950,624,119232,1094
9384,20/03/2021,Jharkhand,121055,653,119307,1095
9385,21/03/2021,Jharkhand,121178,722,119361,1095
9386,22/03/2021,Jharkhand,121261,756,119409,1096
9387,23/03/2021,Jharkhand,121371,796,119478,1097
9388,24/03/2021,Jharkhand,121501,854,119549,1098
9389,25/03/2021,Jharkhand,121695,969,119626,1100
9390,27/03/2021,Jharkhand,122281,1399,119779,1103
9391,28/03/2021,Jharkhand,122621,1636,119878,1107
9392,29/03/2021,Jharkhand,122935,1871,119954,1110
9393,30/03/2021,Jharkhand,123090,1968,120012,1110
9394,31/03/2021,Jharkhand,123508,2254,120141,1113
9395,01/04/2021,Jharkhand,124201,2825,120263,1113
9396,02/04/2021,Jharkhand,124891,3352,120425,1114
9397,03/04/2021,Jharkhand,125585,3908,120562,1115
9398,04/04/2021,Jharkhand,126458,4613,120723,1122
9399,05/04/2021,Jharkhand,127246,5244,120872,1130
9400,06/04/2021,Jharkhand,128332,5882,121310,1140
9401,07/04/2021,Jharkhand,129596,6844,121608,1144
9402,08/04/2021,Jharkhand,130908,7872,121885,1151
9403,09/04/2021,Jharkhand,132790,9249,122383,1158
9404,10/04/2021,Jharkhand,134715,10604,122936,1175
9405,11/04/2021,Jharkhand,137088,12293,123603,1192
9406,12/04/2021,Jharkhand,139384,13933,124238,1213
9407,13/04/2021,Jharkhand,141750,15343,125175,1232
9408,14/04/2021,Jharkhand,144594,17155,126178,1261
9409,15/04/2021,Jharkhand,147792,18524,127976,1292
9410,16/04/2021,Jharkhand,151272,20651,129301,1320
9411,17/04/2021,Jharkhand,155115,23045,130694,1376
9412,18/04/2021,Jharkhand,158953,25619,131928,1406
9413,19/04/2021,Jharkhand,162945,28010,133479,1456
9414,20/04/2021,Jharkhand,167235,30477,135256,1502
9415,21/04/2021,Jharkhand,172315,33178,137590,1547
9416,22/04/2021,Jharkhand,177356,35826,139921,1609
9417,23/04/2021,Jharkhand,184951,40942,142294,1715
9418,24/04/2021,Jharkhand,190692,43415,145499,1778
9419,25/04/2021,Jharkhand,195844,45592,148364,1888
9420,26/04/2021,Jharkhand,201747,48105,151651,1991
9421,27/04/2021,Jharkhand,207288,49504,155669,2115
9422,28/04/2021,Jharkhand,213414,51252,159916,2246
9423,29/04/2021,Jharkhand,221489,54816,164278,2395
9424,30/04/2021,Jharkhand,227450,55877,169033,2540
9425,01/05/2021,Jharkhand,233411,57716,173035,2660
9426,02/05/2021,Jharkhand,239734,58437,178468,2829
9427,03/05/2021,Jharkhand,244472,58519,183009,2944
9428,04/05/2021,Jharkhand,251371,59675,188623,3073
9429,05/05/2021,Jharkhand,257345,59707,194433,3205
9430,06/05/2021,Jharkhand,263115,59532,200237,3346
9431,07/05/2021,Jharkhand,270089,60633,205977,3479
9432,08/05/2021,Jharkhand,276062,61177,211270,3615
9433,09/05/2021,Jharkhand,282174,61195,217223,3756
9434,10/05/2021,Jharkhand,286343,58806,223684,3853
9435,11/05/2021,Jharkhand,292530,57902,230646,3982
9436,12/05/2021,Jharkhand,296895,54533,238277,4085
9437,13/05/2021,Jharkhand,301257,50467,246608,4182
9438,14/05/2021,Jharkhand,301257,50467,246608,4182
9439,15/05/2021,Jharkhand,306248,48468,253490,4290
9440,16/05/2021,Jharkhand,313181,41386,267364,4431
9441,17/05/2021,Jharkhand,315502,36540,274483,4479
9442,18/05/2021,Jharkhand,318009,33524,279946,4539
9443,19/05/2021,Jharkhand,320934,31528,284805,4601
9444,20/05/2021,Jharkhand,322828,28841,289333,4654
9445,21/05/2021,Jharkhand,324884,26511,293659,4714
9446,22/05/2021,Jharkhand,327035,24499,297776,4760
9447,23/05/2021,Jharkhand,329072,22566,301705,4801
9448,24/05/2021,Jharkhand,330417,19499,306080,4838
9449,25/05/2021,Jharkhand,331811,17569,309371,4871
9450,26/05/2021,Jharkhand,333058,15641,312526,4891
9451,27/05/2021,Jharkhand,334035,14196,314929,4910
9452,28/05/2021,Jharkhand,334730,13097,316707,4926
9453,30/05/2021,Jharkhand,336240,10946,320336,4958
9454,31/05/2021,Jharkhand,336943,9906,322060,4977
9455,01/06/2021,Jharkhand,337774,8907,323876,4991
9456,02/06/2021,Jharkhand,338383,8058,325325,5000
9457,03/06/2021,Jharkhand,338915,7307,326597,5011
9458,04/06/2021,Jharkhand,339930,7537,327372,5021
9459,05/06/2021,Jharkhand,340408,6832,328542,5034
9460,06/06/2021,Jharkhand,340925,6239,329640,5046
9461,07/06/2021,Jharkhand,341218,5686,330478,5054
9462,08/06/2021,Jharkhand,341576,5312,331204,5060
9463,09/06/2021,Jharkhand,342179,5099,332007,5073
9464,10/06/2021,Jharkhand,342481,4783,332622,5076
9465,11/06/2021,Jharkhand,342774,4514,333179,5081
9466,12/06/2021,Jharkhand,343065,4220,333763,5082
9467,13/06/2021,Jharkhand,343304,3966,334256,5082
9468,14/06/2021,Jharkhand,343458,3395,334979,5084
9469,15/06/2021,Jharkhand,343609,3062,335462,5085
9470,16/06/2021,Jharkhand,343793,2646,336058,5089
9471,17/06/2021,Jharkhand,343983,2246,336645,5092
9472,18/06/2021,Jharkhand,344129,1946,337088,5095
9473,19/06/2021,Jharkhand,344270,1811,337362,5097
9474,20/06/2021,Jharkhand,344405,1639,337667,5099
9475,21/06/2021,Jharkhand,344543,1596,337848,5099
9476,22/06/2021,Jharkhand,344665,1489,338076,5100
9477,23/06/2021,Jharkhand,344775,1417,338256,5102
9478,25/06/2021,Jharkhand,345028,1224,338698,5106
9479,26/06/2021,Jharkhand,345161,1184,338870,5107
9480,27/06/2021,Jharkhand,345259,1113,339036,5110
9481,28/06/2021,Jharkhand,345340,1030,339199,5111
9482,29/06/2021,Jharkhand,345430,1005,339314,5111
9483,30/06/2021,Jharkhand,345525,949,339463,5113
9484,01/07/2021,Jharkhand,345610,914,339583,5113
9485,02/07/2021,Jharkhand,345706,854,339739,5113
9486,03/07/2021,Jharkhand,345794,831,339850,5113
9487,04/07/2021,Jharkhand,345885,805,339966,5114
9488,05/07/2021,Jharkhand,345937,658,340164,5115
9489,06/07/2021,Jharkhand,345983,609,340257,5117
9490,07/07/2021,Jharkhand,346038,555,340365,5118
9491,08/07/2021,Jharkhand,346113,532,340463,5118
9492,09/07/2021,Jharkhand,346168,476,340573,5119
9493,10/07/2021,Jharkhand,346223,449,340655,5119
9494,11/07/2021,Jharkhand,346279,423,340737,5119
9495,12/07/2021,Jharkhand,346328,411,340798,5119
9496,13/07/2021,Jharkhand,346371,390,340862,5119
9497,14/07/2021,Jharkhand,346411,347,340944,5120
9498,15/07/2021,Jharkhand,346479,344,341015,5120
9499,16/07/2021,Jharkhand,346533,336,341077,5120
9500,17/07/2021,Jharkhand,346588,340,341128,5120
9501,18/07/2021,Jharkhand,346649,337,341192,5120
9502,19/07/2021,Jharkhand,346681,327,341234,5120
9503,21/07/2021,Jharkhand,346778,320,341336,5122
9504,22/07/2021,Jharkhand,346824,315,341387,5122
9505,26/07/2021,Jharkhand,346946,254,341568,5124
9506,27/07/2021,Jharkhand,346983,246,341613,5124
9507,28/07/2021,Jharkhand,347022,247,341650,5125
9508,29/07/2021,Jharkhand,347049,237,341686,5126
9509,30/07/2021,Jharkhand,347105,259,341720,5126
9510,31/07/2021,Jharkhand,347137,260,341749,5128
9511,01/08/2021,Jharkhand,347173,252,341793,5128
9512,02/08/2021,Jharkhand,347200,254,341817,5129
9513,03/08/2021,Jharkhand,347223,239,341855,5129
9514,04/08/2021,Jharkhand,347246,234,341883,5129
9515,05/08/2021,Jharkhand,347276,223,341924,5129
9516,06/08/2021,Jharkhand,347304,223,341952,5129
9517,07/08/2021,Jharkhand,347336,226,341980,5130
9518,08/08/2021,Jharkhand,347373,221,342022,5130
9519,09/08/2021,Jharkhand,347392,211,342051,5130
9520,10/08/2021,Jharkhand,347406,202,342074,5130
9521,11/08/2021,Jharkhand,347440,208,342102,5130
9522,12/08/2021,Jharkhand,347454,196,342128,5130
9523,13/08/2021,Jharkhand,347498,211,342157,5130
9524,14/08/2021,Jharkhand,347530,223,342176,5131
9525,15/08/2021,Jharkhand,347558,217,342210,5131
9526,16/08/2021,Jharkhand,347585,214,342240,5131
9527,17/08/2021,Jharkhand,347620,236,342253,5131
9528,18/08/2021,Jharkhand,347635,217,342286,5132
9529,19/08/2021,Jharkhand,347667,225,342310,5132
9530,20/08/2021,Jharkhand,347690,223,342335,5132
9531,21/08/2021,Jharkhand,347707,215,342360,5132
9532,22/08/2021,Jharkhand,347725,213,342380,5132
9533,23/08/2021,Jharkhand,347730,177,342421,5132
9534,24/08/2021,Jharkhand,347748,165,342451,5132
9535,25/08/2021,Jharkhand,347755,153,342470,5132
9536,26/08/2021,Jharkhand,347763,140,342491,5132
9537,27/08/2021,Jharkhand,347794,139,342523,5132
9538,28/08/2021,Jharkhand,347815,146,342537,5132
9539,29/08/2021,Jharkhand,347829,142,342555,5132
9540,30/08/2021,Jharkhand,347842,144,342566,5132
9541,31/08/2021,Jharkhand,347855,138,342585,5132
9542,01/09/2021,Jharkhand,347867,130,342605,5132
9543,02/09/2021,Jharkhand,347894,137,342625,5132
9544,03/09/2021,Jharkhand,347922,143,342647,5132
9545,04/09/2021,Jharkhand,347933,141,342660,5132
9546,05/09/2021,Jharkhand,347942,133,342676,5133
9547,06/09/2021,Jharkhand,347957,132,342692,5133
9548,07/09/2021,Jharkhand,348012,139,342740,5133
9549,08/09/2021,Jharkhand,347989,129,342727,5133
9550,09/09/2021,Jharkhand,348012,139,342740,5133
9551,10/09/2021,Jharkhand,348055,142,342780,5133
9552,11/09/2021,Jharkhand,348062,128,342801,5133
9553,12/09/2021,Jharkhand,348062,128,342801,5133
9554,13/09/2021,Jharkhand,348073,127,342813,5133
9555,14/09/2021,Jharkhand,348079,117,342829,5133
9556,15/09/2021,Jharkhand,348086,111,342842,5133
9557,16/09/2021,Jharkhand,348096,110,342853,5133
9558,18/09/2021,Jharkhand,348111,94,342884,5133
9559,19/09/2021,Jharkhand,348114,74,342907,5133
9560,20/09/2021,Jharkhand,348116,56,342927,5133
9561,21/09/2021,Jharkhand,348125,55,342937,5133
9562,22/09/2021,Jharkhand,348139,65,342941,5133
9563,23/09/2021,Jharkhand,348146,63,342950,5133
9564,24/09/2021,Jharkhand,348162,65,342964,5133
9565,25/09/2021,Jharkhand,348174,72,342969,5133
9566,26/09/2021,Jharkhand,348189,82,342974,5133
9567,27/09/2021,Jharkhand,348194,80,342981,5133
9568,28/09/2021,Jharkhand,348198,79,342986,5133
9569,29/09/2021,Jharkhand,348209,76,342998,5135
9570,30/09/2021,Jharkhand,348215,78,343002,5135
9571,01/10/2021,Jharkhand,348226,83,343008,5135
9572,02/10/2021,Jharkhand,348238,87,343016,5135
9573,03/10/2021,Jharkhand,348255,97,343023,5135
9574,04/10/2021,Jharkhand,348264,98,343031,5135
9575,05/10/2021,Jharkhand,348272,90,343047,5135
9576,06/10/2021,Jharkhand,348280,84,343061,5135
9577,07/10/2021,Jharkhand,348287,83,343069,5135
9578,08/10/2021,Jharkhand,348314,101,343078,5135
9579,09/10/2021,Jharkhand,348334,112,343087,5135
9580,10/10/2021,Jharkhand,348343,108,343100,5135
9581,11/10/2021,Jharkhand,348352,108,343109,5135
