S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
6596,30/11/2021,Goa,178890,276,175230,3384
6597,01/12/2021,Goa,178928,284,175260,3384
6598,02/12/2021,Goa,178990,327,175279,3384
6599,01/01/1970,Gujarat,826526,192,816246,10088
6600,20/03/2020,Gujarat,2,2,0,0
6601,21/03/2020,Gujarat,7,7,0,0
6602,22/03/2020,Gujarat,18,17,0,1
6603,23/03/2020,Gujarat,29,28,0,1
6604,24/03/2020,Gujarat,29,28,0,1
6605,25/03/2020,Gujarat,33,32,0,1
6606,26/03/2020,Gujarat,38,36,0,2
6607,27/03/2020,Gujarat,43,40,0,3
6608,28/03/2020,Gujarat,45,42,0,3
6609,29/03/2020,Gujarat,53,49,0,4
6610,30/03/2020,Gujarat,58,52,1,5
6611,31/03/2020,Gujarat,73,64,3,6
6612,01/04/2020,Gujarat,74,63,5,6
6613,02/04/2020,Gujarat,82,71,5,6
6614,03/04/2020,Gujarat,87,72,8,7
6615,04/04/2020,Gujarat,95,76,10,9
6616,05/04/2020,Gujarat,105,81,14,10
6617,06/04/2020,Gujarat,122,93,18,11
6618,07/04/2020,Gujarat,144,110,22,12
6619,08/04/2020,Gujarat,165,127,25,13
6620,09/04/2020,Gujarat,179,138,25,16
6621,10/04/2020,Gujarat,241,198,26,17
6622,11/04/2020,Gujarat,308,258,31,19
6623,12/04/2020,Gujarat,432,366,44,22
6624,13/04/2020,Gujarat,516,447,44,25
6625,14/04/2020,Gujarat,539,459,54,26
6626,15/04/2020,Gujarat,650,563,59,28
6627,16/04/2020,Gujarat,766,669,64,33
6628,17/04/2020,Gujarat,930,821,73,36
6629,18/04/2020,Gujarat,1099,972,86,41
6630,19/04/2020,Gujarat,1376,1230,93,53
6631,20/04/2020,Gujarat,1743,1575,105,63
6632,21/04/2020,Gujarat,1939,1737,131,71
6633,22/04/2020,Gujarat,2178,1949,139,90
6634,23/04/2020,Gujarat,2407,2125,179,103
6635,24/04/2020,Gujarat,2624,2254,258,112
6636,25/04/2020,Gujarat,2815,2423,265,127
6637,26/04/2020,Gujarat,3071,2656,282,133
6638,27/04/2020,Gujarat,3301,2837,313,151
6639,28/04/2020,Gujarat,3548,2992,394,162
6640,29/04/2020,Gujarat,3744,3129,434,181
6641,30/04/2020,Gujarat,4082,3358,527,197
6642,01/05/2020,Gujarat,4395,3568,613,214
6643,02/05/2020,Gujarat,4721,3750,735,236
6644,03/05/2020,Gujarat,5054,3896,896,262
6645,04/05/2020,Gujarat,5428,4096,1042,290
6646,05/05/2020,Gujarat,5804,4290,1195,319
6647,06/05/2020,Gujarat,6245,4496,1381,368
6648,07/05/2020,Gujarat,6625,4729,1500,396
6649,08/05/2020,Gujarat,7012,4878,1709,425
6650,09/05/2020,Gujarat,7402,5081,1872,449
6651,10/05/2020,Gujarat,7796,5233,2091,472
6652,11/05/2020,Gujarat,8194,5156,2545,493
6653,12/05/2020,Gujarat,8541,5248,2780,513
6654,13/05/2020,Gujarat,8903,5120,3246,537
6655,14/05/2020,Gujarat,9267,5139,3562,566
6656,15/05/2020,Gujarat,9591,5252,3753,586
6657,16/05/2020,Gujarat,9931,5290,4035,606
6658,17/05/2020,Gujarat,10988,6055,4308,625
6659,18/05/2020,Gujarat,11379,6221,4499,659
6660,19/05/2020,Gujarat,11745,6247,4804,694
6661,20/05/2020,Gujarat,12140,6378,5043,719
6662,21/05/2020,Gujarat,12537,6569,5219,749
6663,22/05/2020,Gujarat,12905,6644,5488,773
6664,23/05/2020,Gujarat,13268,6586,5880,802
6665,24/05/2020,Gujarat,13664,6666,6169,829
6666,25/05/2020,Gujarat,14056,6786,6412,858
6667,26/05/2020,Gujarat,14460,6936,6636,888
6668,27/05/2020,Gujarat,14821,6767,7139,915
6669,28/05/2020,Gujarat,15195,6708,7549,938
6670,29/05/2020,Gujarat,15562,6599,8003,960
6671,30/05/2020,Gujarat,15934,6343,8611,980
6672,31/05/2020,Gujarat,16343,6106,9230,1007
6673,01/06/2020,Gujarat,16779,5822,9919,1038
6674,02/06/2020,Gujarat,17200,5357,10780,1063
6675,03/06/2020,Gujarat,17617,4631,11894,1092
6676,04/06/2020,Gujarat,18100,4766,12212,1122
6677,05/06/2020,Gujarat,18584,4762,12667,1155
6678,06/06/2020,Gujarat,19094,4901,13003,1190
6679,07/06/2020,Gujarat,19592,5057,13316,1219
6680,08/06/2020,Gujarat,20070,5186,13635,1249
6681,09/06/2020,Gujarat,20545,5309,13956,1280
6682,10/06/2020,Gujarat,21014,5336,14365,1313
6683,11/06/2020,Gujarat,21521,5439,14735,1347
6684,12/06/2020,Gujarat,22032,5546,15101,1385
6685,13/06/2020,Gujarat,22527,5619,15493,1415
6686,14/06/2020,Gujarat,23038,5707,15883,1448
6687,15/06/2020,Gujarat,23544,5742,16325,1477
6688,16/06/2020,Gujarat,24055,5886,16664,1505
6689,17/06/2020,Gujarat,24577,5962,17082,1533
6690,18/06/2020,Gujarat,25093,6103,17430,1560
6691,19/06/2020,Gujarat,25601,6191,17819,1591
6692,20/06/2020,Gujarat,26141,6364,18159,1618
6693,21/06/2020,Gujarat,26680,6348,18694,1638
6694,22/06/2020,Gujarat,27260,6248,19349,1663
6695,23/06/2020,Gujarat,27825,6232,19909,1684
6696,24/06/2020,Gujarat,28371,6148,20513,1710
6697,25/06/2020,Gujarat,28943,6120,21088,1735
6698,26/06/2020,Gujarat,29520,6269,21498,1753
6699,27/06/2020,Gujarat,30095,6294,22030,1771
6700,28/06/2020,Gujarat,30709,6511,22409,1789
6701,29/06/2020,Gujarat,31320,6712,22800,1808
6702,30/06/2020,Gujarat,31938,6871,23240,1827
6703,01/07/2020,Gujarat,32557,7049,23662,1846
6704,02/07/2020,Gujarat,33232,7335,24030,1867
6705,03/07/2020,Gujarat,33913,7434,24593,1886
6706,04/07/2020,Gujarat,34600,7763,24933,1904
6707,05/07/2020,Gujarat,35312,7981,25406,1925
6708,06/07/2020,Gujarat,36037,8202,25892,1943
6709,07/07/2020,Gujarat,36772,8497,26315,1960
6710,08/07/2020,Gujarat,37550,8853,26720,1977
6711,09/07/2020,Gujarat,38333,9051,27289,1993
6712,10/07/2020,Gujarat,39194,9468,27718,2008
6713,11/07/2020,Gujarat,40069,9900,28147,2022
6714,12/07/2020,Gujarat,40941,10260,28649,2032
6715,13/07/2020,Gujarat,41820,10613,29162,2045
6716,14/07/2020,Gujarat,42722,10897,29770,2055
6717,15/07/2020,Gujarat,43637,11065,30503,2069
6718,16/07/2020,Gujarat,44552,11187,31286,2079
6719,17/07/2020,Gujarat,45481,11289,32103,2089
6720,18/07/2020,Gujarat,46430,11351,32973,2106
6721,19/07/2020,Gujarat,47390,11233,34035,2122
6722,20/07/2020,Gujarat,48355,11312,34901,2142
6723,21/07/2020,Gujarat,49353,11513,35678,2162
6724,22/07/2020,Gujarat,50379,11760,36423,2196
6725,23/07/2020,Gujarat,51399,11915,37260,2224
6726,24/07/2020,Gujarat,52477,12247,37978,2252
6727,25/07/2020,Gujarat,53545,12418,38849,2278
6728,26/07/2020,Gujarat,54626,12695,39631,2300
6729,27/07/2020,Gujarat,55822,13131,40365,2326
6730,28/07/2020,Gujarat,56874,13146,41380,2348
6731,29/07/2020,Gujarat,57982,13198,42412,2372
6732,30/07/2020,Gujarat,59126,13535,43195,2396
6733,31/07/2020,Gujarat,60285,13793,44074,2418
6734,01/08/2020,Gujarat,61438,14090,44907,2441
6735,02/08/2020,Gujarat,62463,14300,45699,2464
6736,03/08/2020,Gujarat,63562,14572,46504,2486
6737,04/08/2020,Gujarat,64585,14599,47478,2508
6738,05/08/2020,Gujarat,65599,14690,48376,2533
6739,06/08/2020,Gujarat,66669,14680,49433,2556
6740,07/08/2020,Gujarat,67699,14766,50350,2583
6741,08/08/2020,Gujarat,68768,14443,51720,2605
6742,09/08/2020,Gujarat,69869,14386,52855,2628
6743,10/08/2020,Gujarat,70965,14147,54166,2652
6744,11/08/2020,Gujarat,72031,14055,55304,2672
6745,12/08/2020,Gujarat,73163,14024,56444,2695
6746,13/08/2020,Gujarat,74318,14184,57421,2713
6747,14/08/2020,Gujarat,75408,14210,58467,2731
6748,15/08/2020,Gujarat,76480,14196,59538,2746
6749,16/08/2020,Gujarat,77559,14241,60553,2765
6750,17/08/2020,Gujarat,78680,14383,61512,2785
6751,18/08/2020,Gujarat,79710,14315,62595,2800
6752,19/08/2020,Gujarat,80802,14279,63703,2820
6753,20/08/2020,Gujarat,81942,14282,64823,2837
6754,21/08/2020,Gujarat,83107,14308,65946,2853
6755,22/08/2020,Gujarat,84311,14177,67267,2867
6756,23/08/2020,Gujarat,85523,14399,68243,2881
6757,24/08/2020,Gujarat,86624,14517,69212,2895
6758,25/08/2020,Gujarat,87691,14552,70231,2908
6759,26/08/2020,Gujarat,88805,14641,71236,2928
6760,27/08/2020,Gujarat,89994,14767,72282,2945
6761,28/08/2020,Gujarat,91179,14742,73475,2962
6762,29/08/2020,Gujarat,92452,14951,74525,2976
6763,30/08/2020,Gujarat,93734,15109,75636,2989
6764,31/08/2020,Gujarat,95009,15272,76731,3006
6765,01/09/2020,Gujarat,96300,15524,77756,3020
6766,02/09/2020,Gujarat,97629,15708,78887,3034
6767,03/09/2020,Gujarat,98888,15913,79929,3046
6768,04/09/2020,Gujarat,100213,16096,81055,3062
6769,05/09/2020,Gujarat,101533,16184,82273,3076
6770,06/09/2020,Gujarat,102844,16334,83419,3091
6771,07/09/2020,Gujarat,104179,16443,84631,3105
6772,08/09/2020,Gujarat,105509,16482,85907,3120
6773,09/09/2020,Gujarat,106804,16319,87352,3133
6774,10/09/2020,Gujarat,108133,16296,88688,3149
6775,11/09/2020,Gujarat,109465,16198,90103,3164
6776,12/09/2020,Gujarat,110809,16286,91343,3180
6777,13/09/2020,Gujarat,112174,16301,92678,3195
6778,14/09/2020,Gujarat,113500,16407,93883,3210
6779,15/09/2020,Gujarat,114834,16469,95138,3227
6780,16/09/2020,Gujarat,116183,16357,96582,3244
6781,17/09/2020,Gujarat,117547,16262,98029,3256
6782,18/09/2020,Gujarat,118926,15975,99681,3270
6783,19/09/2020,Gujarat,120336,16076,100974,3286
6784,20/09/2020,Gujarat,121768,16022,102444,3302
6785,21/09/2020,Gujarat,123175,16208,103648,3319
6786,22/09/2020,Gujarat,124605,16305,104964,3336
6787,23/09/2020,Gujarat,126007,16370,106285,3352
6788,24/09/2020,Gujarat,127379,16438,107574,3367
6789,25/09/2020,Gujarat,128787,16327,109079,3381
6790,26/09/2020,Gujarat,130229,16478,110358,3393
6791,27/09/2020,Gujarat,131646,16463,111777,3406
6792,28/09/2020,Gujarat,133057,16633,113008,3416
6793,29/09/2020,Gujarat,134461,16689,114344,3428
6794,30/09/2020,Gujarat,135842,16676,115727,3439
6795,01/10/2020,Gujarat,137232,16683,117099,3450
6796,02/10/2020,Gujarat,138583,16690,118433,3460
6797,03/10/2020,Gujarat,139893,16735,119683,3475
6798,04/10/2020,Gujarat,141236,16762,120987,3487
6799,05/10/2020,Gujarat,142538,16809,122233,3496
6800,06/10/2020,Gujarat,143865,16718,123638,3509
6801,07/10/2020,Gujarat,145200,16570,125111,3519
6802,08/10/2020,Gujarat,146673,16485,126657,3531
6803,09/10/2020,Gujarat,147789,16465,127786,3538
6804,10/10/2020,Gujarat,149032,16181,129304,3547
6805,11/10/2020,Gujarat,150253,15936,130760,3557
6806,12/10/2020,Gujarat,151434,15695,132173,3566
6807,13/10/2020,Gujarat,152603,15414,133615,3574
6808,14/10/2020,Gujarat,153761,15187,134990,3584
6809,15/10/2020,Gujarat,154936,14937,136404,3595
6810,16/10/2020,Gujarat,156121,14782,137733,3606
6811,17/10/2020,Gujarat,157312,14683,139012,3617
6812,18/10/2020,Gujarat,158473,14565,140282,3626
6813,19/10/2020,Gujarat,159564,14414,141515,3635
6814,20/10/2020,Gujarat,160560,14255,142662,3643
6815,21/10/2020,Gujarat,161686,14245,143790,3651
6816,22/10/2020,Gujarat,162823,14193,144970,3660
6817,23/10/2020,Gujarat,163959,14121,146171,3667
6818,24/10/2020,Gujarat,165071,13963,147435,3673
6819,25/10/2020,Gujarat,166092,13965,148448,3679
6820,26/10/2020,Gujarat,167011,13914,149411,3686
6821,27/10/2020,Gujarat,167919,13716,150513,3690
6822,28/10/2020,Gujarat,168911,13465,151751,3695
6823,29/10/2020,Gujarat,169891,13332,152858,3701
6824,30/10/2020,Gujarat,170878,13232,153941,3705
6825,31/10/2020,Gujarat,171847,13168,154968,3711
6826,01/11/2020,Gujarat,172782,13084,155982,3716
6827,02/11/2020,Gujarat,173642,12811,157110,3721
6828,03/11/2020,Gujarat,174517,12678,158114,3725
6829,04/11/2020,Gujarat,175471,12429,159311,3731
6830,05/11/2020,Gujarat,176446,12376,160333,3737
6831,06/11/2020,Gujarat,177436,12304,161388,3744
6832,07/11/2020,Gujarat,178471,12014,162709,3748
6833,08/11/2020,Gujarat,179517,12124,163640,3753
6834,09/11/2020,Gujarat,180537,12318,164459,3760
6835,10/11/2020,Gujarat,181508,12291,165452,3765
6836,11/11/2020,Gujarat,182557,12456,166331,3770
6837,12/11/2020,Gujarat,183682,12223,167683,3776
6838,13/11/2020,Gujarat,184964,12321,168858,3785
6839,14/11/2020,Gujarat,186116,12389,169936,3791
6840,15/11/2020,Gujarat,187240,12512,170931,3797
6841,16/11/2020,Gujarat,188310,12575,171932,3803
6842,17/11/2020,Gujarat,189236,12456,172972,3808
6843,18/11/2020,Gujarat,190361,12458,174088,3815
6844,19/11/2020,Gujarat,191642,12457,175362,3823
6845,20/11/2020,Gujarat,192982,12677,176475,3830
6846,21/11/2020,Gujarat,194402,13050,177515,3837
6847,22/11/2020,Gujarat,195917,13285,178786,3846
6848,23/11/2020,Gujarat,197412,13600,179953,3859
6849,24/11/2020,Gujarat,198899,13836,181187,3876
6850,25/11/2020,Gujarat,200409,14044,182473,3892
6851,26/11/2020,Gujarat,201949,14287,183756,3906
6852,27/11/2020,Gujarat,203509,14529,185058,3922
6853,28/11/2020,Gujarat,205116,14732,186446,3938
6854,29/11/2020,Gujarat,206714,14792,187969,3953
6855,30/11/2020,Gujarat,208278,14889,189420,3969
6856,01/12/2020,Gujarat,209780,14970,190821,3989
6857,02/12/2020,Gujarat,211257,14885,192368,4004
6858,03/12/2020,Gujarat,212769,14813,193938,4018
6859,04/12/2020,Gujarat,214309,14913,195365,4031
6860,05/12/2020,Gujarat,215819,14778,196992,4049
6861,06/12/2020,Gujarat,217333,14742,198527,4064
6862,07/12/2020,Gujarat,218788,14695,200012,4081
6863,08/12/2020,Gujarat,220168,14493,201580,4095
6864,09/12/2020,Gujarat,221493,14272,203111,4110
6865,10/12/2020,Gujarat,222811,14027,204661,4123
6866,11/12/2020,Gujarat,224081,13820,206126,4135
6867,12/12/2020,Gujarat,225304,13627,207529,4148
6868,13/12/2020,Gujarat,226508,13481,208867,4160
6869,14/12/2020,Gujarat,227683,13298,210214,4171
6870,15/12/2020,Gujarat,228803,13018,211603,4182
6871,17/12/2020,Gujarat,231073,12647,214223,4203
6872,18/12/2020,Gujarat,232188,12449,215528,4211
6873,19/12/2020,Gujarat,233263,12360,216683,4220
6874,20/12/2020,Gujarat,234289,12127,217935,4227
6875,21/12/2020,Gujarat,235299,11940,219125,4234
6876,22/12/2020,Gujarat,236259,11625,220393,4241
6877,23/12/2020,Gujarat,237247,11397,221602,4248
6878,24/12/2020,Gujarat,238205,11040,222911,4254
6879,25/12/2020,Gujarat,239195,10841,224092,4262
6880,26/12/2020,Gujarat,240105,10631,225206,4268
6881,27/12/2020,Gujarat,240995,10512,226208,4275
6882,28/12/2020,Gujarat,241845,10435,227128,4282
6883,29/12/2020,Gujarat,242655,10223,228144,4288
6884,30/12/2020,Gujarat,243459,10021,229143,4295
6885,31/12/2020,Gujarat,244258,9979,229977,4302
6886,03/01/2021,Gujarat,246513,9477,232722,4314
6887,04/01/2021,Gujarat,247228,9250,233660,4318
6888,05/01/2021,Gujarat,247926,9047,234558,4321
6889,06/01/2021,Gujarat,248581,8830,235426,4325
6890,07/01/2021,Gujarat,249246,8594,236323,4329
6891,08/01/2021,Gujarat,249913,8359,237222,4332
6892,09/01/2021,Gujarat,250598,8149,238114,4335
6893,10/01/2021,Gujarat,251273,7968,238965,4340
6894,11/01/2021,Gujarat,251944,7829,239771,4344
6895,12/01/2021,Gujarat,252559,7695,240517,4347
6896,13/01/2021,Gujarat,253161,7439,241372,4350
6897,14/01/2021,Gujarat,253744,7226,242164,4354
6898,15/01/2021,Gujarat,254314,7056,242901,4357
6899,16/01/2021,Gujarat,254849,6850,243639,4360
6900,17/01/2021,Gujarat,255354,6588,244403,4363
6901,18/01/2021,Gujarat,255872,6400,245107,4365
6902,19/01/2021,Gujarat,256367,6193,245807,4367
6903,20/01/2021,Gujarat,256852,5967,246516,4369
6904,21/01/2021,Gujarat,257342,5748,247223,4371
6905,22/01/2021,Gujarat,257813,5491,247950,4372
6906,23/01/2021,Gujarat,258264,5240,248650,4374
6907,24/01/2021,Gujarat,258687,4960,249352,4375
6908,25/01/2021,Gujarat,259097,4665,250056,4376
6909,27/01/2021,Gujarat,259867,4086,251400,4381
6910,28/01/2021,Gujarat,260220,3976,251862,4382
6911,29/01/2021,Gujarat,260566,3718,252464,4384
6912,30/01/2021,Gujarat,260901,3589,252927,4385
6913,31/01/2021,Gujarat,261224,3469,253368,4387
6914,01/02/2021,Gujarat,261540,3450,253703,4387
6915,02/02/2021,Gujarat,261838,3341,254109,4388
6916,03/02/2021,Gujarat,262123,3203,254531,4389
6917,04/02/2021,Gujarat,262406,2956,255059,4391
6918,05/02/2021,Gujarat,262681,2800,255489,4392
6919,06/02/2021,Gujarat,262948,2641,255914,4393
6920,07/02/2021,Gujarat,263200,2491,256315,4394
6921,08/02/2021,Gujarat,263444,2379,256670,4395
6922,09/02/2021,Gujarat,263676,2160,257120,4396
6923,10/02/2021,Gujarat,263910,2040,257473,4397
6924,11/02/2021,Gujarat,264165,1800,257968,4397
6925,12/02/2021,Gujarat,264450,1781,258270,4399
6926,13/02/2021,Gujarat,264718,1767,258551,4400
6927,14/02/2021,Gujarat,264997,1763,258834,4400
6928,15/02/2021,Gujarat,265244,1739,259104,4401
6929,16/02/2021,Gujarat,265493,1708,259384,4401
6930,17/02/2021,Gujarat,265756,1699,259655,4402
6931,18/02/2021,Gujarat,266034,1703,259928,4403
6932,19/02/2021,Gujarat,266297,1696,260198,4403
6933,20/02/2021,Gujarat,266563,1684,260475,4404
6934,21/02/2021,Gujarat,266821,1672,260745,4404
6935,22/02/2021,Gujarat,267104,1690,261009,4405
6936,23/02/2021,Gujarat,267419,1732,261281,4406
6937,24/02/2021,Gujarat,267767,1786,261575,4406
6938,25/02/2021,Gujarat,268147,1869,261871,4407
6939,26/02/2021,Gujarat,268571,1991,262172,4408
6940,27/02/2021,Gujarat,269031,2136,262487,4408
6941,01/03/2021,Gujarat,269889,2363,263116,4410
6942,02/03/2021,Gujarat,270316,2431,263475,4410
6943,03/03/2021,Gujarat,270770,2522,263837,4411
6944,04/03/2021,Gujarat,271245,2638,264195,4412
6945,06/03/2021,Gujarat,272240,2858,264969,4413
6946,07/03/2021,Gujarat,272811,3025,265372,4414
6947,08/03/2021,Gujarat,273386,3140,265831,4415
6948,09/03/2021,Gujarat,273941,3212,266313,4416
6949,10/03/2021,Gujarat,274522,3338,266766,4418
6950,11/03/2021,Gujarat,275197,3529,267250,4418
6951,13/03/2021,Gujarat,276622,4006,268196,4420
6952,14/03/2021,Gujarat,277397,4200,268775,4422
6953,15/03/2021,Gujarat,278207,4422,269361,4424
6954,16/03/2021,Gujarat,279097,4717,269955,4425
6955,17/03/2021,Gujarat,280051,4966,270658,4427
6956,18/03/2021,Gujarat,281173,5310,271433,4430
6957,19/03/2021,Gujarat,282449,5684,272332,4433
6958,20/03/2021,Gujarat,283864,6147,273280,4437
6959,21/03/2021,Gujarat,285429,6737,274249,4443
6960,22/03/2021,Gujarat,287009,7321,275238,4450
6961,23/03/2021,Gujarat,288649,7847,276348,4454
6962,24/03/2021,Gujarat,290379,8318,277603,4458
6963,25/03/2021,Gujarat,292169,8823,278880,4466
6964,27/03/2021,Gujarat,296320,10134,281707,4479
6965,28/03/2021,Gujarat,298596,10871,283241,4484
6966,29/03/2021,Gujarat,300866,11528,284846,4492
6967,30/03/2021,Gujarat,303118,12041,286577,4500
6968,31/03/2021,Gujarat,305338,12263,288565,4510
6969,01/04/2021,Gujarat,307698,12610,290569,4519
6970,02/04/2021,Gujarat,310108,12996,292584,4528
6971,03/04/2021,Gujarat,312748,13559,294650,4539
6972,04/04/2021,Gujarat,315563,14298,296713,4552
6973,05/04/2021,Gujarat,318438,15135,298737,4566
6974,06/04/2021,Gujarat,321598,16252,300765,4581
6975,07/04/2021,Gujarat,324878,17348,302932,4598
6976,08/04/2021,Gujarat,328453,18684,305149,4620
6977,09/04/2021,Gujarat,332474,20473,307346,4655
6978,10/04/2021,Gujarat,337015,22692,309626,4697
6979,11/04/2021,Gujarat,342026,25129,312151,4746
6980,12/04/2021,Gujarat,347495,27568,315127,4800
6981,13/04/2021,Gujarat,353516,30680,317981,4855
6982,14/04/2021,Gujarat,360206,34555,320729,4922
6983,15/04/2021,Gujarat,367616,39250,323371,4995
6984,16/04/2021,Gujarat,375768,44298,326394,5076
6985,17/04/2021,Gujarat,384688,49737,329781,5170
6986,18/04/2021,Gujarat,394229,55398,333564,5267
6987,19/04/2021,Gujarat,404569,61647,337545,5377
6988,20/04/2021,Gujarat,415972,68754,341724,5494
6989,21/04/2021,Gujarat,428178,76500,346063,5615
6990,22/04/2021,Gujarat,440731,84126,350865,5740
6991,23/04/2021,Gujarat,453836,92084,355875,5877
6992,24/04/2021,Gujarat,467640,100128,361493,6019
6993,25/04/2021,Gujarat,481737,107594,367972,6171
6994,26/04/2021,Gujarat,496033,115006,374699,6328
6995,27/04/2021,Gujarat,510373,121461,382426,6486
6996,28/04/2021,Gujarat,524725,127840,390229,6656
6997,29/04/2021,Gujarat,538845,133191,398824,6830
6998,30/04/2021,Gujarat,553172,137794,408368,7010
6999,01/05/2021,Gujarat,567777,142046,418548,7183
7000,02/05/2021,Gujarat,581624,145139,429130,7355
7001,03/05/2021,Gujarat,594602,146818,440276,7508
7002,04/05/2021,Gujarat,607422,147499,452275,7648
7003,05/05/2021,Gujarat,620472,148297,464396,7779
7004,06/05/2021,Gujarat,633427,148124,477391,7912
7005,07/05/2021,Gujarat,645972,147525,490412,8035
7006,08/05/2021,Gujarat,658036,146385,503497,8154
7007,09/05/2021,Gujarat,669928,143421,518234,8273
7008,10/05/2021,Gujarat,681012,139614,533004,8394
7009,11/05/2021,Gujarat,692604,136158,547935,8511
7010,12/05/2021,Gujarat,703594,131832,563133,8629
7011,13/05/2021,Gujarat,714611,127483,578397,8731
7012,14/05/2021,Gujarat,714611,127483,578397,8731
7013,15/05/2021,Gujarat,725353,122847,593666,8840
7014,16/05/2021,Gujarat,744409,111263,624107,9039
7015,17/05/2021,Gujarat,752619,104908,638590,9121
7016,18/05/2021,Gujarat,759754,99620,650932,9202
7017,19/05/2021,Gujarat,766201,96443,660489,9269
7018,20/05/2021,Gujarat,771447,92617,669490,9340
7019,21/05/2021,Gujarat,776220,89018,677798,9404
7020,22/05/2021,Gujarat,780471,84421,686581,9469
7021,23/05/2021,Gujarat,784676,80127,695026,9523
7022,24/05/2021,Gujarat,788470,75134,703760,9576
7023,25/05/2021,Gujarat,791657,68971,713065,9621
7024,26/05/2021,Gujarat,794912,62506,722741,9665
7025,27/05/2021,Gujarat,797997,55548,732748,9701
7026,28/05/2021,Gujarat,800866,49082,742050,9734
7027,30/05/2021,Gujarat,805617,38703,757124,9790
7028,31/05/2021,Gujarat,807488,35403,762270,9815
7029,01/06/2021,Gujarat,809169,32345,766991,9833
7030,02/06/2021,Gujarat,810730,29015,771860,9855
7031,03/06/2021,Gujarat,812063,26232,775958,9873
7032,04/06/2021,Gujarat,813270,24404,778976,9890
7033,05/06/2021,Gujarat,814390,22110,782374,9906
7034,06/06/2021,Gujarat,815386,20087,785378,9921
7035,07/06/2021,Gujarat,816234,18008,788293,9933
7036,08/06/2021,Gujarat,817012,16162,790906,9944
7037,09/06/2021,Gujarat,817707,14724,793028,9955
7038,10/06/2021,Gujarat,818351,13683,794703,9965
7039,11/06/2021,Gujarat,818895,12711,796208,9976
7040,12/06/2021,Gujarat,819376,11657,797734,9985
7041,13/06/2021,Gujarat,819866,10863,799012,9991
7042,14/06/2021,Gujarat,820321,10249,800075,9997
7043,15/06/2021,Gujarat,820726,9542,801181,10003
7044,16/06/2021,Gujarat,821078,8884,802187,10007
7045,17/06/2021,Gujarat,821376,8242,803122,10012
7046,18/06/2021,Gujarat,821659,7749,803892,10018
7047,19/06/2021,Gujarat,821921,7230,804668,10023
7048,20/06/2021,Gujarat,822149,6579,805542,10028
7049,21/06/2021,Gujarat,822334,6109,806193,10032
7050,22/06/2021,Gujarat,822485,5639,806812,10034
7051,23/06/2021,Gujarat,822620,5159,807424,10037
7052,25/06/2021,Gujarat,822887,4427,808418,10042
7053,26/06/2021,Gujarat,823010,4116,808849,10045
7054,27/06/2021,Gujarat,823132,3883,809201,10048
7055,28/06/2021,Gujarat,823244,3687,809506,10051
7056,29/06/2021,Gujarat,823340,3465,809821,10054
7057,30/06/2021,Gujarat,823433,3230,810147,10056
7058,01/07/2021,Gujarat,823523,3013,810451,10059
7059,02/07/2021,Gujarat,823607,2794,810751,10062
7060,03/07/2021,Gujarat,823687,2644,810979,10064
7061,04/07/2021,Gujarat,823763,2527,811169,10067
7062,05/07/2021,Gujarat,823833,2467,811297,10069
7063,06/07/2021,Gujarat,823895,2333,811491,10071
7064,07/07/2021,Gujarat,823964,2193,811699,10072
7065,08/07/2021,Gujarat,824029,1969,811988,10072
7066,09/07/2021,Gujarat,824091,1497,812522,10072
7067,10/07/2021,Gujarat,824147,1356,812718,10073
7068,11/07/2021,Gujarat,824200,1151,812976,10073
7069,12/07/2021,Gujarat,824242,931,813238,10073
7070,13/07/2021,Gujarat,824274,801,813399,10074
7071,14/07/2021,Gujarat,824305,719,813512,10074
7072,15/07/2021,Gujarat,824346,689,813583,10074
7073,16/07/2021,Gujarat,824384,637,813673,10074
7074,17/07/2021,Gujarat,824423,606,813743,10074
7075,18/07/2021,Gujarat,824460,532,813853,10075
7076,19/07/2021,Gujarat,824497,493,813928,10076
7077,21/07/2021,Gujarat,824546,411,814059,10076
7078,22/07/2021,Gujarat,824574,389,814109,10076
7079,26/07/2021,Gujarat,824713,330,814307,10076
7080,27/07/2021,Gujarat,824744,312,814356,10076
7081,28/07/2021,Gujarat,824774,285,814413,10076
7082,29/07/2021,Gujarat,824802,274,814452,10076
7083,30/07/2021,Gujarat,824829,268,814485,10076
7084,31/07/2021,Gujarat,824850,260,814514,10076
7085,01/08/2021,Gujarat,824877,252,814549,10076
7086,02/08/2021,Gujarat,824900,254,814570,10076
7087,03/08/2021,Gujarat,824922,251,814595,10076
7088,04/08/2021,Gujarat,824939,226,814637,10076
7089,05/08/2021,Gujarat,824954,213,814665,10076
7090,06/08/2021,Gujarat,824978,206,814696,10076
7091,07/08/2021,Gujarat,825001,204,814720,10077
7092,08/08/2021,Gujarat,825020,196,814747,10077
7093,09/08/2021,Gujarat,825045,207,814761,10077
7094,10/08/2021,Gujarat,825064,209,814778,10077
7095,11/08/2021,Gujarat,825085,206,814802,10077
7096,12/08/2021,Gujarat,825101,194,814830,10077
7097,13/08/2021,Gujarat,825118,182,814858,10078
7098,14/08/2021,Gujarat,825141,178,814885,10078
7099,15/08/2021,Gujarat,825166,185,814903,10078
7100,16/08/2021,Gujarat,825182,183,814921,10078
7101,17/08/2021,Gujarat,825196,184,814934,10078
